id,url,domain_expansion,visit_count,daily_visit_counts,weekly_visit_counts,autocomplete_triggers,should_recompute_derived_visit_counts,visit_count_score,status_code
15261,https://www.google.es/search?q=debate+la+isla+de+las+tentaciones+6&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari,,2,b'd\x00\x00\x00',,,0,100,200
15262,https://www.telecinco.es/la-isla-de-las-tentaciones/a-la-carta/20230125/ver-debate-tentaciones-completo-telecinco_18_08541449.html?amp=true,,4,b'd\x00\x00\x00',,,0,100,200
15263,https://www.google.es/search?q=inpost+punto+pack&client=safari&hl=es-es&sxsrf=AJOqlzXlAZ9j1jgv4hbP3KVjEF9T9H1Cfg%3A1674768888058&ei=-PHSY9X_AsK6kdUPtce1-Ao&oq=in+podt&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYADIKCAAQgAQQyQMQCjIFCAAQkgMyBQgAEJIDMhMILhCDARDHARCxAxDRAxCABBAKMgcIABCABBAKMgcIABCABBAKMgcIABCABBAKMgcIABCABBAKOgcIIxCwAxAnOg4ILhCvARDHARCABBCwAzoICAAQgAQQsAM6CQgAEAcQHhCwAzoHCAAQHhCwAzoJCAAQCBAeELADOgcIIxDqAhAnOgcILhDqAhAnOgQIIxAnOhEILhCABBCxAxCDARDHARDRAzoLCAAQgAQQsQMQgwE6CggAELEDEIMBEEM6BQgAEIAEOhEILhCDARDHARCxAxDRAxCABDoFCC4QgAQ6DQguELEDEIMBENQCEEM6BAgAEEM6CwguEIAEEMcBEK8BOgoILhCxAxCDARBDOhMILhCABBCxAxCDARDHARDRAxAKOggIABCABBCxA0oECEEYAVDkI1i6N2DEQ2gCcAB4AIABfogB1waSAQMyLjaYAQCgAQGwAQ_IARHAAQE&sclient=mobile-gws-wiz-serp,,2,b'd\x00\x00\x00',,,0,100,200
15264,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiY2eusmOb8AhWQ2tUKHbWvCjoYABAAGgJ3cw&ae=2&ohost=www.google.es&cid=CAESaOD2IRMoHC3el942MXRUKlswthGMdRIEyIEQZoP0Tx-ukXFc79sjLhEtxkL2GOneAC-1LEcuu_MK4zH3E7Wd1J457VeKkNhcVk3nCF-Z-NDMS5yPYmVWigCJx6MX2VENW83v5UhdKa_D&sig=AOD64_2a3XjAlwYXjt_uKcE9cM2QP1-lAQ&q&adurl&ved=2ahUKEwj9seSsmOb8AhXrTKQEHdocAHQQ0Qx6BAgHEAE&nis=2&dct=1,googleadservices,1,b'd\x00\x00\x00',,,0,100,200
15265,https://www.inpost.es/realiza-un-envio/?utm_source=google&utm_medium=ppc&utm_campaign=c2c&gclid=CjwKCAiA5sieBhBnEiwAR9oh2iKPwBFJnZb0gPQt6baUyW4yenmujQX1hN3P2iVj8haFdgc1kmyMcxoCul8QAvD_BwE,,1,b'd\x00\x00\x00',,,0,100,200
15266,https://www.google.com/url?q=https://market.sheinmail.com/pub/cc?_ri_%3DX0Gzc2X%253DAQpglLjHJlYQGzcrYr88DrOzebBgzd4NnBzdEuMyOpzgJJ2t5vg4giTfywSOzb6qza8scX0JnVXtpKX%253DBAUDAATY%26_ei_%3DEW2tf9zs59idfPO1Sc_9Bbmns-EA3rRsOR2SJJyo_K7u_YWPnm2rERo08lILdLeHQ4-Ssr1UGPNIhdetMV480cvlPOA1baA.%26_di_%3Dluhdh8t545dd1bv9thi2fc5brafprnlourmqkg7q6bi2e7hd4fu0&source=gmail&ust=1674892706971000&usg=AOvVaw30YMHPU_ynVXsDQkGT7GpR&rct=i,google,1,b'd\x00\x00\x00',,,0,100,200
15267,https://m.shein.com/es/new/New-In-Women-Clothing-sc-00200200.html?utm_source=EDM&utm_medium=oracle&utm_campaign=es_New-In-Women-Clothing_230126-OiosshesesdeLDCXHDC52053354417&url_from=es_open230126-H01-OiosshesesdeLDCXHDC52053354417&utm_content=H01-es_open230126-OiosshesesdeLDCXHDC52053354417&ref=es&rep=dir&ret=mes,m.shein,2,b'd\x00\x00\x00',,,0,100,200
15268,http://kyoka.es/,,1,b'd\x00\x00\x00',,,0,100,200
15269,https://kyoka.es/,,1,b'd\x00\x00\x00',,,0,100,200
15270,https://kyoka.es/kyoka-parc-valle/,,1,b'd\x00\x00\x00',,,0,100,200
15271,https://kyoka.es/kyoka-parc-valles/,,1,b'd\x00\x00\x00',,,0,100,200
15272,https://kyoka.es/wp-content/uploads/2022/09/%E6%99%9A%E4%B8%8A%E8%8F%9C%E5%8D%951.pdf,,2,b'd\x00\x00\x00d\x00\x00\x00',,,0,200,200
15273,https://www.google.es/search?q=estacion+de+sants&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari,,3,b'd\x00\x00\x00',,,0,100,200
15274,https://www.google.es/search?q=estacion+de+sants&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari#imgrc=rIWG8VyJX_AoDM,,1,b'\x00\x00\x00\x00',,,0,0,200
15275,https://www.google.es/search?q=lagrimas+club+madrid&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari,,6,b'}\x00\x00\x00',,,0,125,200
15276,https://www.google.es/search?q=lagrimas+club+madrid&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari#wptab=s:H4sIAAAAAAAAAONgVuLVT9c3NCwqtMwrM8kze8RowS3w8sc9YSn9SWtOXmPU5OIKzsgvd80rySypFJLmYoOyBKX4uVB18uxi4vPJT07MCcjPDMjIL8kvXsQqnXN4YXpRZm5isUJyTmmSQm5iSlFmikIaSBYAEPrMJHsAAAA,,1,b'\x00\x00\x00\x00',,,0,0,200
15277,https://www.google.es/search?q=lagrimas+club+madrid&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari#wptab=s:H4sIAAAAAAAAAONgVuLVT9c3NCwqtMwrM8kze8RowS3w8sc9YSn9SWtOXmPU5OIKzsgvd80rySypFJLmYoOyBKX4uVB18uxi4vPJT07MCcjPDMjIL8kvXsQqnXN4YXpRZm5isUJyTmmSQm5iSlFmikIaSBYAEPrMJHsAAAA&lpg=cid:CgIgAQ%3D%3D,,4,b'<\x00\x00\x00',,,0,60,200
15278,"https://www.google.es/search?q=lagrimas+club+madrid&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari#wptab=s:H4sIAAAAAAAAAONgVuLVT9c3NCwqtMwrM8kze8RowS3w8sc9YSn9SWtOXmPU5OIKzsgvd80rySypFJLmYoOyBKX4uVB18uxi4vPJT07MCcjPDMjIL8kvXsQqnXN4YXpRZm5isUJyTmmSQm5iSlFmikIaSBYAEPrMJHsAAAA&lpg=cid:CgIgAQ%3D%3D,ik:CAoSLEFGMVFpcFBtWGpObmxsM0lJZ05WV0lZNUt0WmVGUk9jbEFadlIxUmgzbHFs",,3,b'\x00\x00\x00\x00',,,0,0,200
15279,"https://www.google.es/search?q=lagrimas+club+madrid&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari#wptab=s:H4sIAAAAAAAAAONgVuLVT9c3NCwqtMwrM8kze8RowS3w8sc9YSn9SWtOXmPU5OIKzsgvd80rySypFJLmYoOyBKX4uVB18uxi4vPJT07MCcjPDMjIL8kvXsQqnXN4YXpRZm5isUJyTmmSQm5iSlFmikIaSBYAEPrMJHsAAAA&lpg=cid:CgIgAQ%3D%3D,ik:CAoSLEFGMVFpcE0tRkJXUUtjZlBHMDJXRWZEODlFMnhTOF9mSS1Fb1dWc0tMMzha",,2,b'\x00\x00\x00\x00',,,0,0,200
15280,https://ouifun.ouigo.es/,,1,b'd\x00\x00\x00',,,0,100,0
15281,https://www.google.es/search?q=NOVICIADOS+7&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari,,2,b'd\x00\x00\x00',,,0,100,200
15282,https://www.google.es/search?q=atocha+madrid&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari,,2,b'd\x00\x00\x00',,,0,100,200
15283,https://we.tl/t-N89IOd8zdE,,2,b'd\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00d\x00\x00\x00',,,0,200,200
15284,https://wetransfer.com/downloads/382a14975d4f09906f754c8d118df80020230129123907/5e9f77,wetransfer,6,b'd\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00d\x00\x00\x00',,,0,200,200
15285,https://mobile.wetransfer.com/downloads/382a14975d4f09906f754c8d118df80020230129123907/5e9f77,mobile.wetransfer,1,b'd\x00\x00\x00',,,0,100,200
15286,https://wetransfer.com/downloads/fba445cd1c29873ea327fa0a8afc32e220230129130255/301e7afbe6516b74cec8fcba1238b86b20230129130310/6997d3,wetransfer,16,b'd\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x01\x00\x00',,,0,360,200
15287,https://wetransfer.com/downloads/f3fe585dc5bff5117203ed4a7c93753f20230129125401/755d1c0465c41e49348ad3b53daf14a820230129125419/128619,wetransfer,9,b'd\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xc8\x00\x00\x00',,,0,300,200
15288,https://www.google.es/search?q=retrasos+ouigo&ie=UTF-8&oe=UTF-8&hl=es-es&client=safari,,2,b'd\x00\x00\x00',,,0,100,200
15289,https://www.ouigo.com/es/preguntas-frecuentes,ouigo,1,b'd\x00\x00\x00',,,0,100,200
15290,https://www.ouigo.com/es/preguntas-frecuentes?thematic=caso-retraso,ouigo,1,b'\x00\x00\x00\x00',,,0,0,200
15291,https://www.ouigo.com/es/preguntas-frecuentes?question=cuales-mis-derechos-a-indemnizacion-caso-retraso-tren,ouigo,1,b'\x00\x00\x00\x00',,,0,0,200
15292,https://ventas.ouigo.com/es-ES/after-sale/connection,ventas.ouigo,1,b'd\x00\x00\x00',,,0,100,200
15293,https://wetransfer.com/log-in,wetransfer,1,b'\x00\x00\x00\x00',,,0,0,200
15294,https://auth.wetransfer.com/authorize?audience=aud%3A%2F%2Ftransfer-api-prod.wetransfer%2F&client_id=dXWFQjiW1jxWCFG0hOVpqrk4h9vGeanc&redirect_uri=https%3A%2F%2Fwetransfer.com%2Faccount%2Fcallback%3FfinalizeSSOAuth%3D1%26login%3D1&cache=%5Bobject%20Object%5D&initialScreen=login&lang=es&scope=openid%20profile%20email%20offline_access&response_type=code&response_mode=query&state=cjNad0RUVnZORTVNSElqQ3lXQ1FCUGlWWkFtNzlFaH4wdjJrOENXMUkyWg%3D%3D&nonce=YmI0UTFEMC5YVGN4bFNZLlZyNkVDZTE4S3N0ZHRlOHJ4ZDZufld2Zjctag%3D%3D&code_challenge=odUesEKD76XEPLI32_s2ediu9yiA8mqhLUHREoY0nGU&code_challenge_method=S256&auth0Client=eyJuYW1lIjoiYXV0aDAtc3BhLWpzIiwidmVyc2lvbiI6IjEuMTkuMyJ9,auth.wetransfer,1,b'd\x00\x00\x00',,,0,100,200
15295,https://auth.wetransfer.com/login?state=hKFo2SB3V1B1eE41TDVKZllVamh2RlE3cWRWRnE4ZklFcHh1T6FupWxvZ2luo3RpZNkgdHhSMk1VU1FnMkxVc1pmVGZoTDRJRVpwYzJGcEZSZzejY2lk2SBkWFdGUWppVzFqeFdDRkcwaE9WcHFyazRoOXZHZWFuYw&client=dXWFQjiW1jxWCFG0hOVpqrk4h9vGeanc&protocol=oauth2&audience=aud%3A%2F%2Ftransfer-api-prod.wetransfer%2F&redirect_uri=https%3A%2F%2Fwetransfer.com%2Faccount%2Fcallback%3FfinalizeSSOAuth%3D1%26login%3D1&cache=%5Bobject%20Object%5D&initialScreen=login&lang=es&scope=openid%20profile%20email%20offline_access&response_type=code&response_mode=query&nonce=YmI0UTFEMC5YVGN4bFNZLlZyNkVDZTE4S3N0ZHRlOHJ4ZDZufld2Zjctag%3D%3D&code_challenge=odUesEKD76XEPLI32_s2ediu9yiA8mqhLUHREoY0nGU&code_challenge_method=S256&auth0Client=eyJuYW1lIjoiYXV0aDAtc3BhLWpzIiwidmVyc2lvbiI6IjEuMTkuMyJ9,auth.wetransfer,2,b'd\x00\x00\x00',,,0,100,200
15296,https://accounts.google.com/o/oauth2/auth?response_type=code&redirect_uri=https%3A%2F%2Fauth.wetransfer.com%2Flogin%2Fcallback&scope=email%20profile&state=igiyjIAU9tmnUSRAKrUtPqV_B3_0mqLI&client_id=957100117344-jpocnndqb1n828n8nh8a5u2fc1hobqgm.apps.googleusercontent.com,accounts.google,2,b'd\x00\x00\x00',,,0,100,200
15297,https://accounts.google.com/o/oauth2/auth?response_type=code&redirect_uri=https%3A%2F%2Fauth.wetransfer.com%2Flogin%2Fcallback&scope=email%20profile&state=igiyjIAU9tmnUSRAKrUtPqV_B3_0mqLI&client_id=957100117344-jpocnndqb1n828n8nh8a5u2fc1hobqgm.apps.googleusercontent.com&service=lso&o2v=1,accounts.google,1,b'\x00\x00\x00\x00',,,0,0,200
15298,https://accounts.google.com/o/oauth2/auth/oauthchooseaccount?response_type=code&redirect_uri=https%3A%2F%2Fauth.wetransfer.com%2Flogin%2Fcallback&scope=email%20profile&state=igiyjIAU9tmnUSRAKrUtPqV_B3_0mqLI&client_id=957100117344-jpocnndqb1n828n8nh8a5u2fc1hobqgm.apps.googleusercontent.com&service=lso&o2v=1&flowName=GeneralOAuthFlow,accounts.google,3,b'\x00\x00\x00\x00',,,0,0,200
15299,https://auth.wetransfer.com/login/callback?state=igiyjIAU9tmnUSRAKrUtPqV_B3_0mqLI&code=4%2F0AWtgzh6Ck66LzRylhc3pXThUujUofR96KQ9LtsgidFYqrasDNR7mDbj70uBaRBJkts9Y1g&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=consent#,auth.wetransfer,1,b'd\x00\x00\x00',,,0,100,200
15300,https://account.wetransfer.com/link/new?child_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJnb29nbGUtb2F1dGgyfDEwODgxMjI1MjUyNTU2MzYyOTMwMSIsImVtYWlsIjoibWFydGEuY2FybW9uYWNjQGdtYWlsLmNvbSIsImJhc2UiOiJodHRwczovL3dldHJhbnNmZXItcHJvZC5ldS5hdXRoMC5jb20vYXBpL3YyIiwiaWF0IjoxNjc1MDIzMDEwLCJleHAiOjE2NzUwMjM5MTAsImF1ZCI6IlB1UW1GTHViR29PV25qVlRwMEJ5c3pqdW9kQ3NTbzFWIiwiaXNzIjoiaHR0cHM6Ly9hdXRoLndldHJhbnNmZXIuY29tLyJ9.voWFJzjyvjD9taYtGaRmlXlWozEbNJ9Xg9Sn35Azdso&error_type=&connection=Unified-Accounts&state=hKFo2SBSeVNLMEhJU245WGNDNjJJYTdXQ2t4Qi1wMkl3eHVTbqFuqHJlZGlyZWN0o3RpZNkgdHhSMk1VU1FnMkxVc1pmVGZoTDRJRVpwYzJGcEZSZzejY2lk2SBkWFdGUWppVzFqeFdDRkcwaE9WcHFyazRoOXZHZWFuYw#,account.wetransfer,2,b'd\x00\x00\x00',,,0,100,200
15301,https://account.wetransfer.com/auth/auth0?connection=Unified-Accounts&step=link_continue&prompt=login&login_hint=marta.carmonacc%40gmail.com&lock_email=true,account.wetransfer,1,b'd\x00\x00\x00',,,0,100,200
15302,https://auth.wetransfer.com/login?state=hKFo2SB3czhVYjhNeGNRXzdyNHFfRlB3cnFfd1o5ZkRiOUkwdKFupWxvZ2luo3RpZNkgYjNCQjRGZDNSZkV2NU5iVHh0ZGp4ZE14UVlmZ3RnMmGjY2lk2SBlNmFKM1Y1dkhUcjEzakxxMnozMkZya2VBblpxVURoNA&client=e6aJ3V5vHTr13jLq2z32FrkeAnZqUDh4&protocol=oauth2&prompt=login&audience=https%3A%2F%2Fwetransfer-prod.eu.auth0.com%2Fapi%2Fv2%2F&connection=Unified-Accounts&leeway=60&lock_email=true&login_hint=marta.carmonacc%40gmail.com&nonce=59d9aa2780d7be8d15aef0d9a3e2490d&redirect_uri=https%3A%2F%2Faccount.wetransfer.com%2Fauth%2Fcallback%3Fconnection%3DUnified-Accounts%26step%3Dlink_continue%26prompt%3Dlogin%26login_hint%3Dmarta.carmonacc%2540gmail.com%26lock_email%3Dtrue&response_type=code&scope=openid%20email%20profile%20update%3Acurrent_user_identities%20offline_access%20read%3Acurrent_user,auth.wetransfer,1,b'd\x00\x00\x00',,,0,100,200
15303,https://auth-static.wetransfer.com/errors?client_id=&connection=&lang=&error=invalid_request&error_description=You%20may%20have%20pressed%20the%20back%20button%2C%20refreshed%20during%20login%2C%20opened%20too%20many%20login%20dialogs%2C%20or%20there%20is%20some%20issue%20with%20cookies%2C%20since%20we%20couldn%27t%20find%20your%20session.%20Try%20logging%20in%20again%20from%20the%20application%20and%20if%20the%20problem%20persists%20please%20contact%20the%20administrator.&tracking=26f7c8c46d76ebd98c7c,auth-static.wetransfer,1,b'd\x00\x00\x00',,,0,100,200
15304,https://wetransfer.com/log-in?iss=https%3A%2F%2Fauth.wetransfer.com%2F,wetransfer,2,b'd\x00\x00\x00',,,0,100,200
15305,https://auth.wetransfer.com/authorize?audience=aud%3A%2F%2Ftransfer-api-prod.wetransfer%2F&client_id=dXWFQjiW1jxWCFG0hOVpqrk4h9vGeanc&redirect_uri=https%3A%2F%2Fwetransfer.com%2Faccount%2Fcallback%3Fiss%3Dhttps%253A%252F%252Fauth.wetransfer.com%252F%26finalizeSSOAuth%3D1%26login%3D1&cache=%5Bobject%20Object%5D&initialScreen=login&lang=es&scope=openid%20profile%20email%20offline_access&response_type=code&response_mode=query&state=OEpianB0R1dnYk5kcVp2cXVweFMxLnZXTWxKRTFjN2Rma2x2REFiZVV3bw%3D%3D&nonce=VFNiZVhqa2pyVmRtYkdZQlFOLkZRR1RiWnNySElXRG8uMFFpRmY0WlFjYg%3D%3D&code_challenge=i3CiGGlKDW0zW2mH7deG8N7euTGjNmVXwt_wn-nQpEg&code_challenge_method=S256&auth0Client=eyJuYW1lIjoiYXV0aDAtc3BhLWpzIiwidmVyc2lvbiI6IjEuMTkuMyJ9,auth.wetransfer,1,b'd\x00\x00\x00',,,0,100,200
15306,https://auth.wetransfer.com/login?state=hKFo2SBnamNoazQ4d0p4cGRWMmdzU09HTkp4SkZDcF9xRV9vY6FupWxvZ2luo3RpZNkgaWczM1RhMjVVZzU5NmphU0JmalMzS2p2a3ppSl9JWDOjY2lk2SBkWFdGUWppVzFqeFdDRkcwaE9WcHFyazRoOXZHZWFuYw&client=dXWFQjiW1jxWCFG0hOVpqrk4h9vGeanc&protocol=oauth2&audience=aud%3A%2F%2Ftransfer-api-prod.wetransfer%2F&redirect_uri=https%3A%2F%2Fwetransfer.com%2Faccount%2Fcallback%3Fiss%3Dhttps%253A%252F%252Fauth.wetransfer.com%252F%26finalizeSSOAuth%3D1%26login%3D1&cache=%5Bobject%20Object%5D&initialScreen=login&lang=es&scope=openid%20profile%20email%20offline_access&response_type=code&response_mode=query&nonce=VFNiZVhqa2pyVmRtYkdZQlFOLkZRR1RiWnNySElXRG8uMFFpRmY0WlFjYg%3D%3D&code_challenge=i3CiGGlKDW0zW2mH7deG8N7euTGjNmVXwt_wn-nQpEg&code_challenge_method=S256&auth0Client=eyJuYW1lIjoiYXV0aDAtc3BhLWpzIiwidmVyc2lvbiI6IjEuMTkuMyJ9,auth.wetransfer,1,b'd\x00\x00\x00',,,0,100,200
15307,https://www.amazon.es/Breaking-Limits-correas-mu%C3%B1equeras-levantamiento/dp/B09Q68JJP2/ref=sr_1_3_sspa?keywords=mu%C3%B1equeras%2Bgym&qid=1675151223&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,2,b'd\x00\x00\x00',,,0,100,200
15308,https://www.amazon.es/cart/add-to-cart/ref=mw_dp_buy_crt,,2,b'd\x00\x00\x00',,,0,100,200
15309,https://www.amazon.es/gp/cart/mobile/go-to-checkout.html/ref=ox_sc_proceed?proceedToCheckout=1&isToBeGiftWrappedBefore=0&isToBeGiftWrapped=0&tangoWeblabStatus=tango_non_prime_C&cartInitiateId=1675151315443,,1,b'd\x00\x00\x00',,,0,100,200
15310,https://www.amazon.es/ap/signin?_encoding=UTF8&openid.assoc_handle=anywhere_es&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.es%2Fgp%2Fbuy%2Fsignin%2Fhandlers%2Fcontinue.html%3Fie%3DUTF8%26brandId%3D%26cartItemIds%3D%26eGCApp%3D%26hasWorkingJavascript%3D0%26isEGCOrder%3D0%26isFresh%3D%26oldCustomerId%3D0%26oldPurchaseId%3D%26preInitiateCustomerId%3D%26purchaseInProgress%3D%26ref_%3Dcart_signin_submit%26siteDesign%3D&pageId=anywhere_es&showRmrMe=0&siteState=isRegularCheckout.1%7CIMBMsgs.%7CisRedirect.1&suppressSignInRadioButtons=0,,1,b'd\x00\x00\x00',,,0,100,200
15311,https://www.amazon.es/ap/signin,,2,b'd\x00\x00\x00',,,0,100,200
15312,https://www.amazon.es/ap/accountfixup?openid.pape.max_auth_age=900&showRmrMe=0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&siteState=isRegularCheckout.1%7CIMBMsgs.%7CisRedirect.1&pageId=anywhere_es&arb=873bf29d-6354-49eb-9ad2-d1015bb60835&openid.return_to=https%3A%2F%2Fwww.amazon.es%2Fgp%2Fbuy%2Fsignin%2Fhandlers%2Fcontinue.html%3Fie%3DUTF8%26brandId%3D%26cartItemIds%3D%26eGCApp%3D%26hasWorkingJavascript%3D0%26isEGCOrder%3D0%26isFresh%3D%26oldCustomerId%3D0%26oldPurchaseId%3D%26preInitiateCustomerId%3D%26purchaseInProgress%3D%26ref_%3Dcart_signin_submit%26siteDesign%3D&openid.assoc_handle=anywhere_es&openid.mode=checkid_setup&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&shouldShowPersistentLabels=true,,1,b'd\x00\x00\x00',,,0,100,200
15313,https://www.amazon.es/ap/accountfixup,,4,b'}\x00\x00\x00',,,0,125,200
15314,https://www.amazon.es/ap/cvf/request?arb=2dff607d-dc41-471d-8aba-c0b9913a3e91,,1,b'd\x00\x00\x00',,,0,100,200
15315,https://www.amazon.es/ap/cvf/verify,,1,b'd\x00\x00\x00',,,0,100,200
15316,https://www.amazon.es/gp/buy/signin/handlers/continue.html?ie=UTF8&brandId=&cartItemIds=&eGCApp=&hasWorkingJavascript=0&isEGCOrder=0&isFresh=&oldCustomerId=0&oldPurchaseId=&preInitiateCustomerId=&purchaseInProgress=&ref_=cart_signin_submit&siteDesign=&returnFromLogin=1&openid.assoc_handle=anywhere_es&openid.claimed_id=https%3A%2F%2Fwww.amazon.es%2Fap%2Fid%2Famzn1.account.AEU3MPM3D5NF72Y3S47LEC3DAFWQ&openid.identity=https%3A%2F%2Fwww.amazon.es%2Fap%2Fid%2Famzn1.account.AEU3MPM3D5NF72Y3S47LEC3DAFWQ&openid.mode=id_res&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.op_endpoint=https%3A%2F%2Fwww.amazon.es%2Fap%2Fsignin&openid.response_nonce=2023-01-31T08%3A03%3A31Z-6314290307847782669&openid.return_to=https%3A%2F%2Fwww.amazon.es%2Fgp%2Fbuy%2Fsignin%2Fhandlers%2Fcontinue.html%3Fie%3DUTF8%26brandId%3D%26cartItemIds%3D%26eGCApp%3D%26hasWorkingJavascript%3D0%26isEGCOrder%3D0%26isFresh%3D%26oldCustomerId%3D0%26oldPurchaseId%3D%26preInitiateCustomerId%3D%26purchaseInProgress%3D%26ref_%3Dcart_signin_submit%26siteDesign%3D%26returnFromLogin%3D1&openid.signed=assoc_handle%2Cclaimed_id%2Cidentity%2Cmode%2Cns%2Cop_endpoint%2Cresponse_nonce%2Creturn_to%2CsiteState%2Cns.pape%2Cpape.auth_policies%2Cpape.auth_time%2Csigned&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.auth_policies=SinglefactorWithMobileVerification&openid.pape.auth_time=2023-01-31T08%3A01%3A21Z&openid.sig=C0qCJUqEeyWEQhkbfbFXRvE6KggrMYo6AxufcS8AT%2Fk%3D&serial=&siteState=isRegularCheckout.1%7CIMBMsgs.%7CisRedirect.1,,1,b'd\x00\x00\x00',,,0,100,200
15317,https://www.amazon.es/gp/buy/payselect/handlers/display.html?_from=cheetah,,3,b'\x00\x00\x00\x00',,,0,0,200
15318,https://www.amazon.es/gp/help/customer/display.html?nodeId=201890250&ref_=navm_ftr_cookies_notice,,1,b'd\x00\x00\x00',,,0,100,200
15319,https://www.amazon.es/gp/buy/signin/handlers/continue.html?ie=UTF8&brandId=&cartItemIds=&eGCApp=&hasWorkingJavascript=0&isEGCOrder=0&isFresh=&oldCustomerId=0&oldPurchaseId=&preInitiateCustomerId=&purchaseInProgress=&ref_=cart_signin_submit&siteDesign=&openid.assoc_handle=anywhere_es&openid.claimed_id=https%3A%2F%2Fwww.amazon.es%2Fap%2Fid%2Famzn1.account.AEU3MPM3D5NF72Y3S47LEC3DAFWQ&openid.identity=https%3A%2F%2Fwww.amazon.es%2Fap%2Fid%2Famzn1.account.AEU3MPM3D5NF72Y3S47LEC3DAFWQ&openid.mode=id_res&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.op_endpoint=https%3A%2F%2Fwww.amazon.es%2Fap%2Fsignin&openid.response_nonce=2023-01-31T08%3A04%3A16Z-807524575954195761&openid.return_to=https%3A%2F%2Fwww.amazon.es%2Fgp%2Fbuy%2Fsignin%2Fhandlers%2Fcontinue.html%3Fie%3DUTF8%26brandId%3D%26cartItemIds%3D%26eGCApp%3D%26hasWorkingJavascript%3D0%26isEGCOrder%3D0%26isFresh%3D%26oldCustomerId%3D0%26oldPurchaseId%3D%26preInitiateCustomerId%3D%26purchaseInProgress%3D%26ref_%3Dcart_signin_submit%26siteDesign%3D&openid.signed=assoc_handle%2Cclaimed_id%2Cidentity%2Cmode%2Cns%2Cop_endpoint%2Cresponse_nonce%2Creturn_to%2CsiteState%2Cns.pape%2Cpape.auth_policies%2Cpape.auth_time%2Csigned&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.auth_policies=http%3A%2F%2Fschemas.openid.net%2Fpape%2Fpolicies%2F2007%2F06%2Fnone&openid.pape.auth_time=2023-01-31T08%3A03%3A57Z&openid.sig=SB7iRT0oTmhyI2NE%2Bu1BSfRG%2BzNltHeMv%2B11JlwUszY%3D&serial=&siteState=isRegularCheckout.1%7CIMBMsgs.%7CisRedirect.1,,1,b'd\x00\x00\x00',,,0,100,200
