id,application_identifier,key,value
208,42,4,b'bplist00\xd1\x01\x02_\x10%sceneID:com.apple.mobiletimer-default\xd6\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\r\x0c_\x10\x10sceneSessionRole_\x10\x11settingUpAlterEgo_\x10\x15persistenceIdentifier_\x10/supportedInterfaceOrientationsFromAlterEgoSetup[canvasTitle_\x10)initialDeviceOrientationFromAlterEgoSetup_\x10#UIWindowSceneSessionRoleApplication\x08_\x10$903A48B5-67C7-447F-A240-16F19356FDD7\x10\x00P\x00\x08\x00\x0b\x003\x00@\x00S\x00g\x00\x7f\x00\xb1\x00\xbd\x00\xe9\x01\x0f\x01\x10\x017\x019\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\x0e\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01:'
209,42,5,"b'bplist00O\x11\x04\x8fbplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaf\x10$\x0b\x0c\x19\x1a\x1b\x1c\x1d""0123456>?@AGHIWXYabcdefinopsU$null\xd3\r\x0e\x0f\x10\x14\x18WNS.keysZNS.objectsV$class\xa3\x11\x12\x13\x80\x02\x80\x03\x80\x04\xa3\x15\x16\x17\x80\x05\x80\x06\x80\x1f\x80#Wversion_\x10\x18applicationShortcutItemsYlanguages\x10\x00\xd2\x0e\x0f\x1e!\xa2\x1f \x80\x07\x80\x15\x80\x1e\xd3\r\x0e\x0f#)/\xa5$%&\'(\x80\x08\x80\t\x80\n\x80\x0b\x80\x0c\xa5*\x15,-.\x80\r\x80\x05\x80\x0e\x80\x13\x80\x14\x80\x12Xbs_class^activationModeTiconUtitleTtype_\x10\x1aSBSApplicationShortcutItem\xd3\r\x0e\x0f7:/\xa28$\x80\x0f\x80\x08\xa2;<\x80\x10\x80\x11\x80\x12_\x10\x13systemIconImageNameYstopwatch_\x10 SBSApplicationShortcutSystemIcon\xd2BCDEZ$classnameX$classes\\NSDictionary\xa2DFXNSObjecto\x10\x12\x00D\x00e\x00t\x00e\x00n\x00e\x00r\x00 \x00c\x00r\x00o\x00n\x00\xf3\x00m\x00e\x00t\x00r\x00o_\x10$com.apple.mobiletimer.stop-stopwatch\xd3\r\x0e\x0fJP/\xa5$L&\'(\x80\x08\x80\x16\x80\n\x80\x0b\x80\x0c\xa5Q\x15STU\x80\x17\x80\x05\x80\x18\x80\x1c\x80\x1d\x80\x12^activationMode_\x10\x1aSBSApplicationShortcutItem\xd3\r\x0e\x0fZ]/\xa2[$\x80\x19\x80\x08\xa2^_\x80\x1a\x80\x1b\x80\x12_\x10\x13systemIconImageNameUtimer_\x10 SBSApplicationShortcutSystemIcon_\x10\x14Iniciar temporizador_\x10!com.apple.mobiletimer.start-timer\xd2BCghWNSArray\xa2gF\xd2\x0e\x0fjm\xa2kl\x80 \x80!\x80""Ues-ESUca-ES\xd2BCqr^NSMutableArray\xa3qgF\xd2BCtu_\x10\x13NSMutableDictionary\xa3tDF\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00z\x00\x80\x00\x87\x00\x8f\x00\x9a\x00\xa1\x00\xa5\x00\xa7\x00\xa9\x00\xab\x00\xaf\x00\xb1\x00\xb3\x00\xb5\x00\xb7\x00\xbf\x00\xda\x00\xe4\x00\xe6\x00\xeb\x00\xee\x00\xf0\x00\xf2\x00\xf4\x00\xfb\x01\x01\x01\x03\x01\x05\x01\x07\x01\t\x01\x0b\x01\x11\x01\x13\x01\x15\x01\x17\x01\x19\x01\x1b\x01\x1d\x01&\x015\x01:\x01@\x01E\x01b\x01i\x01l\x01n\x01p\x01s\x01u\x01w\x01y\x01\x8f\x01\x99\x01\xbc\x01\xc1\x01\xcc\x01\xd5\x01\xe2\x01\xe5\x01\xee\x02\x15\x02<\x02C\x02I\x02K\x02M\x02O\x02Q\x02S\x02Y\x02[\x02]\x02_\x02a\x02c\x02e\x02t\x02\x91\x02\x98\x02\x9b\x02\x9d\x02\x9f\x02\xa2\x02\xa4\x02\xa6\x02\xa8\x02\xbe\x02\xc4\x02\xe7\x02\xfe\x03""\x03\'\x03/\x032\x037\x03:\x03<\x03>\x03@\x03F\x03L\x03Q\x03`\x03d\x03i\x03\x7f\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00v\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x03\x83\x00\x08\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x9b'"
212,26,4,b'bplist00\xd0\x08\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\t'
214,31,4,b'bplist00\xd0\x08\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\t'
216,2,4,b'bplist00\xd5\x01\x02\x03\x04\x05\x06\r\x12\x17\x1c_\x10HsceneID:com.apple.MobileAddressBook-ED7C0A78-74FE-4365-82CC-9019B9CA69E1_\x10HsceneID:com.apple.MobileAddressBook-9D92B6ED-A99E-4F84-8E2B-330BBDC3D153_\x10HsceneID:com.apple.MobileAddressBook-2A62E774-4DF9-42F4-A23E-E8C3CE44987C_\x10HsceneID:com.apple.MobileAddressBook-D7BE6F62-48E8-418F-A565-87C762711AC9_\x10HsceneID:com.apple.MobileAddressBook-6EA19E93-415E-45C2-B02C-E758D4CD7524\xd3\x07\x08\t\n\x0b\x0c[canvasTitle_\x10\x15persistenceIdentifier^activationBiasP_\x10$ED7C0A78-74FE-4365-82CC-9019B9CA69E1\x10\x01\xd3\x0e\x0f\x10\n\x11\x0c[canvasTitle_\x10\x15persistenceIdentifier^activationBias_\x10$9D92B6ED-A99E-4F84-8E2B-330BBDC3D153\xd3\x13\x14\x15\n\x16\x0c[canvasTitle_\x10\x15persistenceIdentifier^activationBias_\x10$2A62E774-4DF9-42F4-A23E-E8C3CE44987C\xd3\x18\x19\x1a\n\x1b\x0c[canvasTitle_\x10\x15persistenceIdentifier^activationBias_\x10$D7BE6F62-48E8-418F-A565-87C762711AC9\xd3\x1d\x1e\x1f\n \x0c[canvasTitle_\x10\x15persistenceIdentifier^activationBias_\x10$6EA19E93-415E-45C2-B02C-E758D4CD7524\x00\x08\x00\x13\x00^\x00\xa9\x00\xf4\x01?\x01\x8a\x01\x91\x01\x9d\x01\xb5\x01\xc4\x01\xc5\x01\xec\x01\xee\x01\xf5\x02\x01\x02\x19\x02(\x02O\x02V\x02b\x02z\x02\x89\x02\xb0\x02\xb7\x02\xc3\x02\xdb\x02\xea\x03\x11\x03\x18\x03$\x03<\x03K\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00!\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x03r'
218,104,4,b'bplist00\xd1\x01\x02_\x10<sceneID:com.apple.Pages-F47200EA-58F4-4654-8A02-7428FB13B2EC\xd3\x03\x04\x05\x06\x07\x08[canvasTitle_\x10\x15persistenceIdentifier^activationBiasP_\x10$F47200EA-58F4-4654-8A02-7428FB13B2EC\x10\x01\x08\x0bJQ]u\x84\x85\xac\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\t\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xae'
220,87,4,b'bplist00\xd1\x01\x02_\x10+sceneID:com.apple.PassbookUIService-default\xd7\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\r\r\r\x0e_\x10\x10sceneSessionRole_\x10\x15persistenceIdentifier[canvasTitle_\x10)initialDeviceOrientationFromAlterEgoSetup_\x10/supportedInterfaceOrientationsFromAlterEgoSetup^activationBias_\x10\x11settingUpAlterEgo_\x10#UIWindowSceneSessionRoleApplication_\x10$4587D764-D7D3-429E-BC16-3A792A9CAA54P\x10\x00\x08\x00\x08\x00\x0b\x009\x00H\x00[\x00s\x00\x7f\x00\xab\x00\xdd\x00\xec\x01\x00\x01&\x01M\x01N\x01P\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\x0f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01Q'
223,107,4,b'bplist00\xd1\x01\x02_\x10%sceneID:net.whatsapp.WhatsApp-default\xd7\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\r\x0c\x0e\x0c_\x10\x10sceneSessionRole_\x10\x15persistenceIdentifier_\x10)initialDeviceOrientationFromAlterEgoSetup[canvasTitle_\x10/supportedInterfaceOrientationsFromAlterEgoSetup_\x10\x11settingUpAlterEgo_\x10$interfaceOrientationFromUserResizing_\x10#UIWindowSceneSessionRoleApplication_\x10$2EA8FC0E-0F4F-4138-BA03-A817C7BD686C\x10\x00P\x08\x00\x08\x00\x0b\x003\x00B\x00U\x00m\x00\x99\x00\xa5\x00\xd7\x00\xeb\x01\x12\x018\x01_\x01a\x01b\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\x0f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01c'
225,107,5,"b'bplist00O\x11\x06}bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaf\x106\x0b\x0c\x19\x1a\x1b\x1c\x1d$2345678@ABCIJKYZ[cdefghvwx\x80\x81\x82\x83\x84\x85\x93\x94\x95\x9d\x9e\x9f\xa0\xa1\xa2\xa5\xaa\xab\xac\xafU$null\xd3\r\x0e\x0f\x10\x14\x18WNS.keysZNS.objectsV$class\xa3\x11\x12\x13\x80\x02\x80\x03\x80\x04\xa3\x15\x16\x17\x80\x05\x80\x06\x801\x805Wversion_\x10\x18applicationShortcutItemsYlanguages\x10\x00\xd2\x0e\x0f\x1e#\xa4\x1f !""\x80\x07\x80\x15\x80\x1e\x80\'\x800\xd3\r\x0e\x0f%+1\xa5&\'()*\x80\x08\x80\t\x80\n\x80\x0b\x80\x0c\xa5,\x15./0\x80\r\x80\x05\x80\x0e\x80\x13\x80\x14\x80\x12Xbs_class^activationModeTiconUtitleTtype_\x10\x1aSBSApplicationShortcutItem\xd3\r\x0e\x0f9<1\xa2:&\x80\x0f\x80\x08\xa2=>\x80\x10\x80\x11\x80\x12_\x10\x13systemIconImageName_\x10\x0fmagnifyingglass_\x10 SBSApplicationShortcutSystemIcon\xd2DEFGZ$classnameX$classes\\NSDictionary\xa2FHXNSObjectg \x0e\x00B\x00u\x00s\x00c\x00a\x00rVSearch\xd3\r\x0e\x0fLR1\xa5&N()*\x80\x08\x80\x16\x80\n\x80\x0b\x80\x0c\xa5S\x15UVW\x80\x17\x80\x05\x80\x18\x80\x1c\x80\x1d\x80\x12^activationMode_\x10\x1aSBSApplicationShortcutItem\xd3\r\x0e\x0f\\_1\xa2]&\x80\x19\x80\x08\xa2`a\x80\x1a\x80\x1b\x80\x12_\x10\x13systemIconImageName_\x10\x11square.and.pencil_\x10 SBSApplicationShortcutSystemIconk \x0e\x00N\x00u\x00e\x00v\x00o\x00 \x00c\x00h\x00a\x00tWNewChat\xd3\r\x0e\x0fio1\xa5&k()*\x80\x08\x80\x1f\x80\n\x80\x0b\x80\x0c\xa5p\x15rst\x80 \x80\x05\x80!\x80%\x80&\x80\x12^activationMode_\x10\x1aSBSApplicationShortcutItem\xd3\r\x0e\x0fy|1\xa2z&\x80""\x80\x08\xa2}~\x80#\x80$\x80\x12_\x10\x13systemIconImageNameVcamera_\x10 SBSApplicationShortcutSystemIcong \x0e\x00C\x00\xe1\x00m\x00a\x00r\x00aVCamera\xd3\r\x0e\x0f\x86\x8c1\xa5&\x88()*\x80\x08\x80(\x80\n\x80\x0b\x80\x0c\xa5\x8d\x15\x8f\x90\x91\x80)\x80\x05\x80*\x80.\x80/\x80\x12^activationMode_\x10\x1aSBSApplicationShortcutItem\xd3\r\x0e\x0f\x96\x991\xa2&\x98\x80\x08\x80+\xa2\x9a\x9b\x80,\x80-\x80\x12_\x10\x10templateIconName_\x10""SBSApplicationShortcutTemplateIcon_\x10\x0fQRContact_quickm \x0e\x00M\x00i\x00 \x00c\x00\xf3\x00d\x00i\x00g\x00o\x00 \x00Q\x00RXMyQRCode\xd2DE\xa3\xa4WNSArray\xa2\xa3H\xd2\x0e\x0f\xa6\xa9\xa2\xa7\xa8\x802\x803\x804Ues-ESUca-ES\xd2DE\xad\xae^NSMutableArray\xa3\xad\xa3H\xd2DE\xb0\xb1_\x10\x13NSMutableDictionary\xa3\xb0FH\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00\x8c\x00\x92\x00\x99\x00\xa1\x00\xac\x00\xb3\x00\xb7\x00\xb9\x00\xbb\x00\xbd\x00\xc1\x00\xc3\x00\xc5\x00\xc7\x00\xc9\x00\xd1\x00\xec\x00\xf6\x00\xf8\x00\xfd\x01\x02\x01\x04\x01\x06\x01\x08\x01\n\x01\x0c\x01\x13\x01\x19\x01\x1b\x01\x1d\x01\x1f\x01!\x01#\x01)\x01+\x01-\x01/\x011\x013\x015\x01>\x01M\x01R\x01X\x01]\x01z\x01\x81\x01\x84\x01\x86\x01\x88\x01\x8b\x01\x8d\x01\x8f\x01\x91\x01\xa7\x01\xb9\x01\xdc\x01\xe1\x01\xec\x01\xf5\x02\x02\x02\x05\x02\x0e\x02\x1d\x02$\x02+\x021\x023\x025\x027\x029\x02;\x02A\x02C\x02E\x02G\x02I\x02K\x02M\x02\\\x02y\x02\x80\x02\x83\x02\x85\x02\x87\x02\x8a\x02\x8c\x02\x8e\x02\x90\x02\xa6\x02\xba\x02\xdd\x02\xf4\x02\xfc\x03\x03\x03\t\x03\x0b\x03\r\x03\x0f\x03\x11\x03\x13\x03\x19\x03\x1b\x03\x1d\x03\x1f\x03!\x03#\x03%\x034\x03Q\x03X\x03[\x03]\x03_\x03b\x03d\x03f\x03h\x03~\x03\x85\x03\xa8\x03\xb7\x03\xbe\x03\xc5\x03\xcb\x03\xcd\x03\xcf\x03\xd1\x03\xd3\x03\xd5\x03\xdb\x03\xdd\x03\xdf\x03\xe1\x03\xe3\x03\xe5\x03\xe7\x03\xf6\x04\x13\x04\x1a\x04\x1d\x04\x1f\x04!\x04$\x04&\x04(\x04*\x04=\x04b\x04t\x04\x8f\x04\x98\x04\x9d\x04\xa5\x04\xa8\x04\xad\x04\xb0\x04\xb2\x04\xb4\x04\xb6\x04\xbc\x04\xc2\x04\xc7\x04\xd6\x04\xda\x04\xdf\x04\xf5\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\xb2\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\xf9\x00\x08\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x06\x89'"
227,41,4,"b""bplist00\xd1\x01\x02_\x10)sceneID:com.apple.mobileslideshow-default\xd8\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\r\x0e\r\x0f\r\x10_\x10\x10sceneSessionRole_\x10\x15persistenceIdentifier_\x10)initialDeviceOrientationFromAlterEgoSetup[canvasTitle_\x10/supportedInterfaceOrientationsFromAlterEgoSetup_\x10\x11settingUpAlterEgo_\x10$interfaceOrientationFromUserResizing^defaultPNGName_\x10#UIWindowSceneSessionRoleApplication_\x10$9A51E19C-D1E8-44FC-A724-8D645CE5D38A\x10\x00P\x08_\x10%UIApplicationAutomaticSnapshotDefault\x00\x08\x00\x0b\x007\x00H\x00[\x00s\x00\x9f\x00\xab\x00\xdd\x00\xf1\x01\x18\x01'\x01M\x01t\x01v\x01w\x01x\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\x11\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xa0"""
231,99,4,b'bplist00\xd0\x08\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\t'
236,109,3,b'bplist00\xd3\x01\x02\x03\x04\x05\x06Tguid_\x10\x11installInstanceIDTvers_\x10$628DD5BE-7D97-476A-B4D1-25F5B16736AE_\x10_file:///private/var/containers/Bundle/Application/0677016E-8CB6-4C5E-889F-0864FB3D990B/Flo.app/\x10\x05\x08\x0f\x14(-T\xb6\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x07\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb8'
